298,282,256,182,298,w
298,278,256,182,298,w
298,268,256,182,298,w
298,254,254,182,298,w
298,238,238,182,298,w
298,216,216,182,298,w
298,192,192,182,298,w
298,180,162,182,298,a
298,188,132,184,298,a
298,218,108,188,298,w
298,264,90,192,298,a
298,298,80,130,280,a
298,298,70,96,228,a
298,298,62,76,188,a
298,298,56,62,164,w
298,298,60,54,142,a
298,298,60,50,126,a
298,298,66,48,110,w
298,298,82,50,100,w
260,298,122,54,98,a
166,298,200,64,92,a
116,298,298,76,88,a
86,298,298,98,90,w
68,298,298,132,94,w
56,166,298,186,100,w
48,98,298,298,100,w
44,76,298,298,108,w
42,66,298,298,124,w
40,60,298,298,140,w
40,56,298,298,156,w
42,56,298,298,176,w
42,56,298,298,196,w
42,58,298,298,216,w
42,58,298,298,236,w
44,60,298,298,254,w
44,60,298,298,274,w
44,60,298,298,294,w
44,62,298,298,298,w
46,62,298,298,298,w
46,64,298,298,298,w
48,64,298,298,298,w
48,66,298,298,298,w
48,62,298,298,298,a
50,58,298,298,298,a
58,54,298,298,298,a
70,58,298,298,298,a
84,68,298,298,298,w
104,76,298,298,298,w
122,92,296,298,298,w
140,104,282,298,298,w
170,116,270,298,298,w
192,132,256,298,298,w
212,146,242,298,298,w
234,160,228,298,298,w
258,176,214,292,298,w
278,192,200,274,298,w
298,206,186,254,298,w
298,220,172,236,298,w
298,234,160,218,298,w
298,248,146,200,298,w
298,262,132,182,298,w
298,278,118,162,298,w
298,292,106,144,298,w
298,298,100,122,298,w
298,298,100,102,298,a
298,298,102,94,298,w
298,298,114,88,298,a
298,298,128,88,298,a
298,298,156,90,298,w
298,298,212,98,276,w
298,298,298,108,206,a
298,298,298,128,162,a
298,298,298,160,146,a
298,298,298,204,142,a
298,298,298,278,144,w
298,298,298,298,146,w
298,298,298,298,154,w
298,298,298,298,168,w
298,298,298,298,184,w
298,298,298,298,202,w
298,298,298,298,220,w
298,298,298,298,240,w
298,298,298,298,260,w
298,298,298,298,280,w
298,298,298,298,298,w
298,298,298,298,288,w
298,298,298,298,292,w
298,298,298,298,298,d
298,298,298,266,298,d
298,298,298,246,298,w
298,298,298,228,298,w
298,298,298,214,298,w
298,298,298,210,298,w
298,298,298,208,298,w
298,298,286,206,298,w
298,296,286,206,298,w
298,266,274,208,298,w
298,238,246,208,298,w
298,210,218,208,298,w
298,182,188,208,298,w
298,186,152,210,298,a
298,278,126,222,298,a
298,298,112,184,298,a
298,298,106,140,268,a
298,298,100,116,226,a
298,298,104,100,194,a
298,298,108,92,176,a
298,298,114,88,160,a
298,298,126,88,148,a
298,298,136,88,132,w
298,298,166,92,124,w
298,298,224,100,118,w
206,298,298,112,112,w
142,298,298,136,122,w
112,298,298,172,136,a
92,298,298,232,138,a
80,172,298,298,132,a
74,140,298,298,146,w
70,112,298,298,154,w
68,100,298,298,168,w
68,98,298,298,188,w
66,98,298,298,208,w
66,92,298,298,224,w
68,92,298,298,244,w
68,94,298,298,264,w
68,94,298,298,284,w
68,94,298,298,298,w
68,96,298,298,298,w
70,96,298,298,298,w
70,98,298,298,298,w
72,88,298,298,298,a
78,84,298,298,298,w
88,80,298,298,298,a
104,84,298,298,298,a
130,90,298,298,298,w
164,100,298,298,298,a
254,114,298,298,298,a
298,132,252,298,298,a
298,160,216,298,298,a
298,190,228,298,298,w
298,222,238,298,298,w
298,252,270,298,298,w
298,298,270,298,298,w
298,298,298,298,298,w
298,288,298,298,298,d
298,266,298,298,298,w
298,252,298,298,298,w
298,250,298,298,298,d
270,252,298,298,298,d
250,262,298,298,298,w
236,286,298,298,298,w
232,294,298,298,298,w
230,298,298,298,298,w
230,298,298,298,286,w
230,298,298,298,264,w
230,298,298,298,244,w
232,298,298,298,224,w
232,298,298,298,204,w
232,298,298,298,184,w
234,298,298,298,164,w
234,298,298,298,144,w
234,298,298,298,124,w
234,298,298,298,106,w
242,274,298,298,104,a
200,244,298,298,112,a
142,230,298,298,118,a
110,222,298,298,124,w
90,222,298,298,154,w
78,162,298,298,242,a
72,120,298,298,298,w
70,108,278,298,298,w
68,98,234,298,298,a
68,98,206,298,298,w
68,96,178,298,298,w
70,84,140,298,298,a
74,80,114,298,298,a
82,80,96,220,298,w
94,82,80,146,298,a
116,88,70,106,298,w
146,96,62,82,298,w
204,106,58,66,298,w
298,124,60,56,298,a
298,148,56,50,298,w
298,178,60,48,298,w
298,208,62,46,298,w
298,236,62,46,298,w
298,276,66,44,298,a
298,298,66,46,298,w
298,298,68,46,298,w
298,298,68,48,298,w
298,298,70,48,298,w
298,298,72,50,298,w
298,298,74,50,298,w
298,298,74,52,298,w
298,298,76,52,298,w
298,298,78,54,298,w
298,298,94,56,298,a
298,298,128,60,178,w
298,298,254,72,118,w
298,298,298,90,108,w
298,298,298,122,94,a
298,298,298,172,100,w
280,298,298,298,98,a
266,298,298,298,106,w
264,298,298,298,126,w
260,298,298,298,142,w
260,298,298,298,160,w
260,298,298,298,176,w
260,298,298,298,196,w
262,298,298,298,216,w
262,298,298,298,236,w
262,298,298,298,258,w
262,298,298,298,276,w
264,298,298,298,296,w
264,298,298,298,298,w
266,298,298,298,298,s
274,298,298,298,298,d
298,298,298,298,298,d
298,298,298,298,264,w
298,298,298,298,240,d
298,298,298,298,222,w
298,298,298,298,212,w
298,298,298,298,216,d
298,298,298,298,208,w
298,298,298,298,226,w
298,298,298,236,266,d
298,298,298,200,298,w
298,298,298,178,298,w
298,298,298,166,298,d
298,298,266,160,298,w
298,298,240,158,298,w
298,298,222,156,298,w
298,284,256,182,298,w
298,278,256,182,298,w
298,268,256,182,298,w
298,254,254,182,298,w
298,236,236,182,298,w
298,216,216,182,298,w
298,194,194,182,298,w
298,188,160,182,298,a
298,180,132,182,298,w
298,198,110,184,298,w
298,246,90,190,298,w
298,298,78,126,272,a
298,298,68,94,222,a
298,298,62,74,186,a
298,298,58,62,160,w
298,298,56,54,138,w
298,298,58,48,122,w
298,298,68,48,112,w
298,298,82,50,102,w
258,298,120,54,98,a
162,298,202,64,92,a
